Customer_Name,Province,Region,Customer_Segment,Cust_id,Phone_Number,Email,Ord_id,Prod_id,Ship_id,Sales,Discount,Order_Quantity,Profit,Shipping_Cost,Product_Base_Margin,Order_ID,Order_Date,Order_Priority,Product_Category,Product_Sub_Category,Ship_Mode,Ship_Date
SETH VERNON,BRITISH COLUMBIA,WEST,HOME OFFICE,Cust_198,709-555-0100,carreras@gmail.com,Ord_546,Prod_1,SHP_859,695.99,0.09,47,-157.44,8.78,0.57,26978,25-06-2010,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR,27-06-2010
SALLY KNUTSON,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_280,+1-902-555-194,sscorpio@icloud.com,Ord_571,Prod_1,SHP_1160,195.04,0.08,1,-149.41,35,0.85,47750,15-06-2010,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,15-06-2010
CHRISTINA DEMOSS,BRITISH COLUMBIA,WEST,HOME OFFICE,Cust_203,+1-709-555-114,jimxugle@me.com,Ord_587,Prod_1,SHP_798,7807.45,0.02,46,1660.15,19.99,0.66,53863,3/6/2010,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR,6/6/2010
MONICA FEDERLE,BRITISH COLUMBIA,WEST,CORPORATE,Cust_204,+1-709-555-100,tbmaddux@optonline.net,Ord_588,Prod_1,SHP_800,127.56,0.05,4,-41.75,6.64,0.7,54119,22-05-2010,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,25-05-2010
ANNA ANDREADI,BRITISH COLUMBIA,WEST,SMALL BUSINESS,Cust_211,709-555-0185,intlprog@me.com,Ord_667,Prod_1,SHP_913,7036.11,0,43,1268.65,19.99,0.66,51072,2/10/2009,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,4/10/2009
SONIA SUNLEY,BRITISH COLUMBIA,WEST,CORPORATE,Cust_214,+1-709-555-168,saridder@gmail.com,Ord_615,Prod_1,SHP_842,4538.66,0,40,506.86,8.64,0.78,16230,27-02-2010,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,4/3/2010
PETER BUHLER,BRITISH COLUMBIA,WEST,CONSUMER,Cust_226,+1-709-555-142,jmcnamara@mac.com,Ord_4713,Prod_1,SHP_6576,1141.9,0.02,32,175.32,8.22,0.57,45315,20-04-2012,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,21-04-2012
SHAHID SHARIARI,BRITISH COLUMBIA,WEST,CORPORATE,Cust_232,709-555-0146,ryanshaw@outlook.com,Ord_696,Prod_1,SHP_953,309.62,0,21,-80.2,9.37,0.56,4642,26-02-2011,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR,26-02-2011
ROB DOWD,BRITISH COLUMBIA,WEST,CORPORATE,Cust_238,+1-709-555-146,rbarreira@optonline.net,Ord_698,Prod_1,SHP_955,4305.79,0,30,1020.32,19.99,0.56,4996,13-09-2012,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,14-09-2012
ROB DOWD,BRITISH COLUMBIA,WEST,CORPORATE,Cust_238,+1-709-555-146,rbarreira@optonline.net,Ord_747,Prod_1,SHP_1021,271.33,0.07,29,-191.09,9.45,0.6,19044,11/4/2012,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,18-04-2012
KHLOE MILLER,BRITISH COLUMBIA,WEST,HOME OFFICE,Cust_239,+1-709-555-120,kingjoshi@optonline.net,Ord_811,Prod_1,SHP_1115,189.19,0.08,12,-56.71,8.34,0.59,37988,5/4/2011,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,5/4/2011
NICOLE HANSEN,NUNAVUT,NUNAVUT,SMALL BUSINESS,Cust_24,,pplinux@icloud.com,Ord_55,Prod_1,SHP_72,3338.98,0,40,-846.73,35,0.81,8833,4/5/2012,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,8/5/2012
SHAHID HOPKINS,BRITISH COLUMBIA,WEST,SMALL BUSINESS,Cust_240,+1-709-555-193,pizza@msn.com,Ord_722,Prod_1,SHP_987,242.63,0,19,-36.11,6.27,0.57,11875,20-08-2012,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,21-08-2012
VICKY FREYMANN,BRITISH COLUMBIA,WEST,HOME OFFICE,Cust_245,709-555-0163,evilopie@yahoo.ca,Ord_777,Prod_1,SHP_1066,770.53,0.04,44,30.17,6.25,0.58,26981,30-08-2012,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,31-08-2012
MARK COUSINS,BRITISH COLUMBIA,WEST,HOME OFFICE,Cust_250,+1-709-555-161,oevans@optonline.net,Ord_748,Prod_1,SHP_1022,206.68,0,2,-156.47,35,0.81,19462,20-09-2011,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,21-09-2011
CATHY ARMSTRONG,BRITISH COLUMBIA,WEST,CONSUMER,Cust_264,+1-709-555-195,tarreau@live.com,Ord_4843,Prod_1,SHP_6759,623.02,0.02,29,-255.66,11.52,0.83,3395,29-10-2009,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,30-10-2009
CATHY ARMSTRONG,BRITISH COLUMBIA,WEST,CONSUMER,Cust_264,+1-709-555-195,tarreau@live.com,Ord_4843,Prod_9,SHP_6759,107.88,0.02,7,25.59,1.39,0.38,3395,29-10-2009,NOT SPECIFIED,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR,30-10-2009
CATHY ARMSTRONG,BRITISH COLUMBIA,WEST,CONSUMER,Cust_264,+1-709-555-195,tarreau@live.com,Ord_4886,Prod_1,SHP_6817,3749,0.08,42,-1032.13,35,0.83,25571,18-08-2012,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,20-08-2012
KRISTINA NUNN,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_282,902-555-0153,kmself@yahoo.ca,Ord_846,Prod_1,SHP_1166,4012.58,0.05,15,-425.14,35,0.8,49088,23-09-2009,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR,24-09-2009
CHUCK CLARK,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_283,902-555-0111,ahmad@optonline.net,Ord_847,Prod_1,SHP_1168,238.25,0.05,24,-83.55,7.28,0.57,49223,2/10/2011,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,2/10/2011
PATRICK O'BRILL,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_289,+1-902-555-111,knorr@me.com,Ord_854,Prod_1,SHP_1177,1463.27,0.09,46,104.22,8.22,0.57,51525,7/11/2011,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,9/11/2011
SARAH JORDON,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_300,+1-902-555-172,uqmcolyv@att.net,Ord_930,Prod_1,SHP_1286,2788.04,0.01,34,-849.18,35,0.83,22368,19-02-2010,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,20-02-2010
SARAH JORDON,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_300,+1-902-555-172,uqmcolyv@att.net,Ord_930,Prod_8,SHP_1286,192.12,0.04,5,-74.85,1.99,0.51,22368,19-02-2010,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,20-02-2010
MICHAEL GRANLUND,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_307,902-555-0133,sassen@comcast.net,Ord_909,Prod_1,SHP_1253,189.04,0.08,16,-74.77,8.6,0.57,12389,4/8/2009,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,5/8/2009
CHAD SIEVERT,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_315,+1-902-555-115,ianbuck@msn.com,Ord_903,Prod_1,SHP_1242,5388.8,0.03,14,-115.08,99,0.65,9923,5/10/2009,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,DELIVERY TRUCK,6/10/2009
SHAUN WEIEN,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_317,+1-902-555-104,torgox@live.com,Ord_895,Prod_1,SHP_1231,1058.45,0.01,36,-386.02,19.99,0.67,7106,10/5/2012,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,12/5/2012
SHAUN WEIEN,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_317,+1-902-555-104,torgox@live.com,Ord_895,Prod_3,SHP_1231,118.98,0.05,8,-12.77,7.27,0.38,7106,10/5/2012,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR,12/5/2012
SHAUN WEIEN,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_317,+1-902-555-104,torgox@live.com,Ord_895,Prod_8,SHP_1231,4910.09,0.01,31,1669.38,5.5,0.49,7106,10/5/2012,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,12/5/2012
IVAN LISTON,NOVA SCOTIA,ATLANTIC,CONSUMER,Cust_321,902-555-0195,tmaek@msn.com,Ord_906,Prod_1,SHP_1247,1684.96,0.08,16,-553.06,35,0.82,11969,19-01-2012,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,20-01-2012
CHARLES SHELDON,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_326,+1-902-555-175,mobileip@verizon.net,Ord_914,Prod_1,SHP_1259,455.34,0.06,20,-932.55,53.03,0.78,14406,8/3/2010,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,DELIVERY TRUCK,10/3/2010
ROLAND BLACK,NOVA SCOTIA,ATLANTIC,SMALL BUSINESS,Cust_330,+1-902-555-116,tromey@sbcglobal.net,Ord_923,Prod_1,SHP_1278,512.83,0.01,24,-221.56,11.52,0.83,20256,31-01-2012,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,5/2/2012
MATT ABELMAN,BRITISH COLUMBIA,WEST,HOME OFFICE,Cust_336,709-555-0148,budinger@msn.com,Ord_977,Prod_1,SHP_1349,181.49,0.1,14,-29.54,5.5,0.57,41988,4/2/2009,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,8/2/2009
NEIL DUCICH,BRITISH COLUMBIA,WEST,HOME OFFICE,Cust_340,709-555-0152,eabrown@verizon.net,Ord_962,Prod_1,SHP_1331,926.3,0.09,15,-503.8,35,0.8,36099,17-09-2010,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,22-09-2010
NEIL DUCICH,BRITISH COLUMBIA,WEST,HOME OFFICE,Cust_340,709-555-0152,eabrown@verizon.net,Ord_962,Prod_13,SHP_1331,85.49,0.08,32,5.72,0.7,0.56,36099,17-09-2010,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR,22-09-2010
DANA KAYDOS,MANITOBA,PRARIE,CORPORATE,Cust_368,(204) 786-6617,studyabr@mac.com,Ord_993,Prod_1,SHP_1374,2645.8,0,31,-684.78,35,0.83,48230,25-02-2009,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,27-02-2009
SEAN WENDT,MANITOBA,PRARIE,CORPORATE,Cust_369,(204) 786-6618,danzigism@sbcglobal.net,Ord_994,Prod_1,SHP_1375,11103.75,0.1,32,-522.59,99,0.65,48480,2/1/2010,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,DELIVERY TRUCK,5/1/2010
ANDREW GJERTSEN,NUNAVUT,NUNAVUT,CONSUMER,Cust_37,,tbmaddux@aol.com,Ord_47,Prod_1,SHP_61,436.17,0.08,40,-141.27,7.46,0.59,6916,4/6/2010,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR,8/6/2010
MARY O'ROURKE,MANITOBA,PRARIE,HOME OFFICE,Cust_374,204-555-0157,alias@live.com,Ord_1030,Prod_1,SHP_1423,834.81,0.03,22,1.98,12.9,0.57,58310,23-02-2009,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,24-02-2009
ROBERT WALDORF,MANITOBA,PRARIE,HOME OFFICE,Cust_394,204-555-0186,boser@me.com,Ord_1035,Prod_1,SHP_1429,4754.08,0,21,299.88,28.66,0.72,2823,8/9/2011,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,DELIVERY TRUCK,9/9/2011
CHRISTINE SUNDARESAM,MANITOBA,PRARIE,SMALL BUSINESS,Cust_397,204-555-0162,jmcnamara@aol.com,Ord_1067,Prod_1,SHP_1474,7333.45,0.07,27,-207.28,35,0.8,24358,16-05-2009,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,16-05-2009
CARLOS SOLTERO,NUNAVUT,NUNAVUT,CONSUMER,Cust_4,,podmaster@sbcglobal.net,Ord_20,Prod_1,SHP_27,370.48,0.04,28,-5.45,4.51,0.59,1792,8/11/2010,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,13-11-2010
MARIA BERTELSON,MANITOBA,PRARIE,HOME OFFICE,Cust_402,+1-204-555-147,warrior@mac.com,Ord_1053,Prod_1,SHP_1453,142.15,0.09,10,-58.18,9.37,0.56,15109,14-12-2010,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,16-12-2010
MARIA BERTELSON,MANITOBA,PRARIE,HOME OFFICE,Cust_402,+1-204-555-147,warrior@mac.com,Ord_1053,Prod_13,SHP_1453,88.7,0.06,33,-89.13,4.28,0.44,15109,14-12-2010,NOT SPECIFIED,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR,16-12-2010
MARIA BERTELSON,MANITOBA,PRARIE,HOME OFFICE,Cust_402,+1-204-555-147,warrior@mac.com,Ord_1053,Prod_6,SHP_1453,293.47,0.06,45,-205.38,8.4,0.37,15109,14-12-2010,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR,16-12-2010
HALLIE REDMOND,MANITOBA,PRARIE,SMALL BUSINESS,Cust_404,+1-204-555-123,webteam@sbcglobal.net,Ord_1058,Prod_1,SHP_1463,3555.29,0.09,19,183.28,19.99,0.71,16165,22-07-2010,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR,22-07-2010
MARIA BERTELSON,ONTARIO,ONTARIO,HOME OFFICE,Cust_411,905-555-0167,fallorn@comcast.net,Ord_1077,Prod_1,SHP_1490,523.58,0.01,3,-179.36,19.99,0.66,28290,10/1/2009,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR,12/1/2009
CHRISTINA VANDERZANDEN,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_416,+1-905-555-116,rgarton@hotmail.com,Ord_1141,Prod_1,SHP_1574,411.56,0.09,46,-188.02,7.28,0.57,59909,5/8/2012,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR,12/8/2012
CHRISTINA VANDERZANDEN,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_416,+1-905-555-116,rgarton@hotmail.com,Ord_1120,Prod_1,SHP_1546,1455.04,0.06,9,-7.58,19.99,0.66,50373,2/7/2009,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,3/7/2009
MEG O'CONNEL,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_421,905-555-0123,uraeus@outlook.com,Ord_1133,Prod_1,SHP_1562,2329.4,0.08,37,189.77,6.88,0.73,55969,4/10/2010,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,7/10/2010
JULIE PRESCOTT,ONTARIO,ONTARIO,HOME OFFICE,Cust_428,+1-905-555-175,devphil@yahoo.com,Ord_1107,Prod_1,SHP_4201,4813.67,0.03,48,44.58,19.99,0.79,46050,4/1/2010,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR,7/1/2010
BRYAN DAVIS,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,Cust_43,(867) 766-3388,adillon@yahoo.com,Ord_58,Prod_1,SHP_77,2039.56,0.04,7,-329.49,35,0.8,9127,10/10/2011,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR,12/10/2011
ANNIE THURMAN,ONTARIO,ONTARIO,HOME OFFICE,Cust_430,+1-905-555-148,guialbu@msn.com,Ord_1110,Prod_1,SHP_1534,5423.58,0.01,42,1361.56,19.99,0.59,46310,21-07-2010,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,21-07-2010
IVAN GIBSON,ONTARIO,ONTARIO,CORPORATE,Cust_433,905-555-0131,miltchev@verizon.net,Ord_1140,Prod_1,SHP_1572,249.64,0.08,23,-91.65,7.46,0.59,59878,28-05-2012,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,29-05-2012
IVAN GIBSON,ONTARIO,ONTARIO,CORPORATE,Cust_433,905-555-0131,miltchev@verizon.net,Ord_1140,Prod_17,SHP_1572,112.4,0.1,6,-46.75,8.51,0.4,59878,28-05-2012,HIGH,TECHNOLOGY,OFFICE MACHINES,REGULAR AIR,29-05-2012
BOBBY ODEGARD,ONTARIO,ONTARIO,CORPORATE,Cust_440,+1-905-555-148,techie@outlook.com,Ord_1166,Prod_1,SHP_1608,2954.14,0.04,21,-522.94,35,,29318,30-06-2011,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR,1/7/2011
CRAIG CARROLL,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_441,+1-905-555-131,ninenine@mac.com,Ord_1150,Prod_1,SHP_1584,6206.16,0.03,50,1416.27,19.99,0.59,7239,29-06-2011,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,1/7/2011
DUANE BENOIT,ONTARIO,ONTARIO,HOME OFFICE,Cust_445,905-555-0112,grdschl@aol.com,Ord_2931,Prod_1,SHP_4049,773.74,0.02,11,-309.48,35,0.8,44737,19-11-2012,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,20-11-2012
JOEL JENKINS,ONTARIO,ONTARIO,CORPORATE,Cust_448,905-555-0142,michiel@verizon.net,Ord_1171,Prod_1,SHP_1616,150.33,0.08,15,-98.23,9.45,0.6,35584,3/5/2011,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR,3/5/2011
BRAD EASON,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_449,905-555-0197,elmer@comcast.net,Ord_1172,Prod_1,SHP_1618,529.28,0.1,45,-30.27,4.81,0.58,35908,12/12/2010,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR,13-12-2010
ALAN BARNES,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,Cust_45,(867) 920-2695,jusdisgi@gmail.com,Ord_209,Prod_1,SHP_286,127.8,0.07,8,-30.48,7.51,0.57,33444,6/10/2012,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,8/10/2012
HAROLD PAWLAN,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_451,+1-905-555-112,galbra@att.net,Ord_1183,Prod_1,SHP_1633,1562.69,0,43,287.74,8.22,0.57,41926,5/2/2011,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,5/2/2011
ADAM BELLAVANCE,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_452,+1-905-555-140,linuxhack@verizon.net,Ord_1184,Prod_1,SHP_1634,1974.66,0.06,32,-929.68,35,0.8,50533,31-05-2011,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR,2/6/2011
SKYE NORLING,ONTARIO,ONTARIO,HOME OFFICE,Cust_459,905-555-0139,cgreuter@hotmail.com,Ord_1205,Prod_1,SHP_1665,8295.29,0.08,48,2267.22,19.99,0.55,29860,13-09-2009,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,16-09-2009
PAULINE CHAND,ONTARIO,ONTARIO,CORPORATE,Cust_464,+1-905-555-113,gator@outlook.com,Ord_1255,Prod_1,SHP_1735,362.52,0.07,25,-68.49,7.51,0.57,32036,5/10/2011,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,6/10/2011
RITSA HIGHTOWER,ONTARIO,ONTARIO,CORPORATE,Cust_466,+1-905-555-142,ebassi@gmail.com,Ord_1234,Prod_1,SHP_1706,2746.57,0.03,15,617.4,19.99,0.55,12261,23-10-2010,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,28-10-2010
RITSA HIGHTOWER,ONTARIO,ONTARIO,CORPORATE,Cust_466,+1-905-555-142,ebassi@gmail.com,Ord_1234,Prod_2,SHP_1706,281.74,0.06,19,25.67,3.5,0.58,12261,23-10-2010,LOW,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR,28-10-2010
PAULINE CHAND,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_469,905-555-0156,singh@verizon.net,Ord_1273,Prod_1,SHP_1758,2723.1,0.07,16,-446.31,35,0.85,51524,14-03-2010,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,15-03-2010
NAT GILPIN,ONTARIO,ONTARIO,CONSUMER,Cust_472,905-555-0183,duchamp@verizon.net,Ord_1243,Prod_1,SHP_1719,2227.34,0.09,20,-609.09,35,,21601,6/4/2011,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,6/4/2011
NAT GILPIN,ONTARIO,ONTARIO,CONSUMER,Cust_472,905-555-0183,duchamp@verizon.net,Ord_1225,Prod_1,SHP_1692,582.59,0.07,4,-121.75,7.07,0.59,5920,19-11-2009,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,19-11-2009
PAUL PROST,ONTARIO,ONTARIO,CORPORATE,Cust_480,+1-905-555-100,johndo@mac.com,Ord_1298,Prod_1,SHP_1792,435.39,0.01,28,-48.97,7.69,0.57,34017,23-03-2009,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,25-03-2009
MICHAEL NGUYEN,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_482,905-555-0141,geekgrl@comcast.net,Ord_1774,Prod_1,SHP_2459,243.18,0.08,36,-314.22,9.69,0.83,50309,15-03-2011,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,22-03-2011
ERIN CREIGHTON,ONTARIO,ONTARIO,CORPORATE,Cust_487,+1-905-555-105,mailarc@yahoo.com,Ord_1446,Prod_1,SHP_1999,198.13,0.01,27,-219.92,9.69,0.83,22849,14-02-2011,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,16-02-2011
ERIN CREIGHTON,ONTARIO,ONTARIO,CORPORATE,Cust_487,+1-905-555-105,mailarc@yahoo.com,Ord_1446,Prod_4,SHP_1999,4366.348,0.05,25,940.57,3,0.58,22849,14-02-2011,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR,16-02-2011
TAMARA CHAND,ONTARIO,ONTARIO,CONSUMER,Cust_490,+1-905-555-192,kmiller@verizon.net,Ord_1338,Prod_1,SHP_1841,1621.1,0.07,33,-971.36,35,0.83,6592,1/12/2009,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,EXPRESS AIR,3/12/2009
TAMARA CHAND,ONTARIO,ONTARIO,CONSUMER,Cust_490,+1-905-555-192,kmiller@verizon.net,Ord_1666,Prod_1,SHP_2303,101.52,0.02,6,-16.37,5.41,0.59,57415,24-03-2009,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,25-03-2009
DUANE HUFFMAN,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_491,+1-905-555-187,luebke@aol.com,Ord_1654,Prod_1,SHP_2284,90.58,0.06,7,-27.83,6.27,0.57,54914,28-08-2011,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,30-08-2011
KELLY LAMPKIN,ONTARIO,ONTARIO,CORPORATE,Cust_493,613-555-0180,jonadab@msn.com,Ord_1411,Prod_1,SHP_1947,1914.65,0.01,17,73.45,8.64,0.78,17956,5/8/2010,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,6/8/2010
ALAN HWANG,ONTARIO,ONTARIO,CORPORATE,Cust_498,613-555-0140,kmself@msn.com,Ord_1375,Prod_1,SHP_1895,1538.17,0.02,39,-1119.64,35,0.8,13633,3/4/2012,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,4/4/2012
ALAN HWANG,ONTARIO,ONTARIO,CORPORATE,Cust_498,613-555-0140,kmself@msn.com,Ord_1635,Prod_1,SHP_2256,857.84,0.02,39,-309.43,11.52,0.83,52391,12/12/2009,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,14-12-2009
ALAN HWANG,ONTARIO,ONTARIO,CORPORATE,Cust_498,613-555-0140,kmself@msn.com,Ord_1635,Prod_6,SHP_2256,1072.36,0.04,36,440.48,4.86,0.38,52391,12/12/2009,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR,14-12-2009
CARL JACKSON,NUNAVUT,NUNAVUT,CORPORATE,Cust_5,,loscar@mac.com,Ord_5,Prod_1,SHP_7,905.08,0.09,22,127.7,6.22,,613,17-06-2011,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,18-06-2011
JAMIE KUNITZ,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,Cust_50,(867) 873-4372,jrkorson@yahoo.com,Ord_75,Prod_1,SHP_99,73.07,0.08,4,-41.01,11.25,0.6,11941,24-06-2010,CRITICAL,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,25-06-2010
EILEEN KIEFER,ONTARIO,ONTARIO,CONSUMER,Cust_500,+1-613-555-194,guialbu@outlook.com,Ord_1609,Prod_1,SHP_2222,460.71,0.02,6,-231.95,35,0.8,47301,17-07-2011,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,22-07-2011
GARY ZANDUSKY,ONTARIO,ONTARIO,HOME OFFICE,Cust_503,+1-613-555-110,milton@live.com,Ord_1330,Prod_1,SHP_1831,719.64,0.01,32,-245.62,11.52,0.83,4743,30-03-2010,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,6/4/2010
GARY ZANDUSKY,ONTARIO,ONTARIO,HOME OFFICE,Cust_503,+1-613-555-110,milton@live.com,Ord_1324,Prod_1,SHP_1823,8185.89,0.09,21,2137.28,11.37,0.57,3363,22-09-2011,HIGH,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR,22-09-2011
